epi_date_v3,cases,7-day average,cumulative cases,asof,cumulative_sum
1/31/2023,5,5.0,30180,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30180
2/1/2023,3,4.0,30183,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30183
2/2/2023,7,4.285714286,30190,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30190
2/3/2023,3,4.285714286,30193,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30193
2/4/2023,5,4.142857143,30198,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30198
2/5/2023,0,3.714285714,30198,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30198
2/6/2023,1,3.428571429,30199,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30199
2/7/2023,2,3.0,30201,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30201
2/8/2023,5,3.285714286,30206,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30206
2/9/2023,1,2.428571429,30207,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30207
2/10/2023,3,2.428571429,30210,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30210
2/11/2023,2,2.0,30212,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30212
2/12/2023,3,2.428571429,30215,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30215
2/13/2023,1,2.428571429,30216,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30216
2/14/2023,1,2.285714286,30217,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30217
2/15/2023,3,2.0,30220,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30220
2/16/2023,3,2.285714286,30223,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30223
2/17/2023,2,2.142857143,30225,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30225
2/18/2023,3,2.285714286,30228,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30228
2/19/2023,2,2.142857143,30230,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30230
2/20/2023,0,2.0,30230,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30230
2/21/2023,0,1.857142857,30230,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30230
2/22/2023,1,1.571428571,30231,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30231
2/23/2023,2,1.428571429,30233,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30233
2/24/2023,2,1.428571429,30235,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30235
2/25/2023,1,1.142857143,30236,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30236
2/26/2023,2,1.142857143,30238,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30238
2/27/2023,3,1.571428571,30241,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30241
2/28/2023,1,1.714285714,30242,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30242
3/1/2023,4,2.142857143,30246,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30246
3/2/2023,2,2.142857143,30248,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30248
3/3/2023,0,1.857142857,30248,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30248
3/4/2023,3,2.142857143,30251,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30251
3/5/2023,2,2.142857143,30253,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30253
3/6/2023,0,1.714285714,30253,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30253
3/7/2023,0,1.571428571,30253,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30253
3/8/2023,1,1.142857143,30254,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30254
3/9/2023,0,0.857142857,30254,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30254
3/10/2023,1,1.0,30255,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30255
3/11/2023,0,0.571428571,30255,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30255
3/12/2023,0,0.285714286,30255,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30255
3/13/2023,3,0.714285714,30258,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30258
3/14/2023,0,0.714285714,30258,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30258
3/15/2023,1,0.714285714,30259,Data as Reported to CDC as of 15 Mar 2023 2:00 PM EDT,30259
